User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,2,0,0,2,0,0.0
1P(ID:1),104,アッパー,10,4,0,6,165,16.5
1P(ID:1),202,空中蹴り,11,4,0,7,192,17.5
1P(ID:1),2,ジャンプ,3,0,0,3,0,0.0
1P(ID:1),105,前進アッパー,8,0,0,8,0,0.0
1P(ID:1),201,かかと落とし,13,2,0,11,78,6.0
1P(ID:1),5,ニュートラル,7,0,0,7,0,0.0
1P(ID:1),108,スライディング,8,4,0,4,54,6.8
1P(ID:1),7,しゃがみ,3,0,0,3,0,0.0
1P(ID:1),203,しゃがみ上段蹴り,5,3,0,2,118,23.6
1P(ID:1),107,下段蹴り,1,0,0,1,0,0.0
1P(ID:1),101,弱攻撃,1,0,0,1,0,0.0
1P(ID:1),11,前進,5,0,0,5,0,0.0
2P(ID:4),8,ガード,12,0,0,12,0,0.0
2P(ID:4),501,溜め攻撃,12,0,0,12,0,0.0
2P(ID:4),11,前進,9,0,0,9,0,0.0
2P(ID:4),2,ジャンプ,4,0,0,4,0,0.0
2P(ID:4),105,前進アッパー,4,0,0,4,0,0.0
2P(ID:4),13,振り向き,5,0,0,5,0,0.0
2P(ID:4),111,カウンター攻撃,1,0,0,1,0,0.0
2P(ID:4),1110,カウンター攻撃（派生）,1,0,0,1,0,0.0
2P(ID:4),106,飛び蹴り,2,1,0,1,60,30.0
2P(ID:4),104,アッパー,2,0,0,2,0,0.0
2P(ID:4),502,猫だまし,2,0,0,2,0,0.0
2P(ID:4),101,弱攻撃,1,0,0,1,0,0.0
