User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:8),801,ゴム掴み,12,6,0,6,313,26.1
1P(ID:8),802,対空大技,11,5,0,6,621,56.5
1P(ID:8),12,後退,30,0,0,30,0,0.0
1P(ID:8),803,ゴム風船,10,7,0,3,80,8.0
1P(ID:8),11,前進,13,0,0,13,0,0.0
1P(ID:8),19,飛び蹴り,4,0,0,4,0,0.0
1P(ID:8),15,横攻撃,4,0,0,4,0,0.0
1P(ID:8),2,ジャンプ,3,0,0,3,0,0.0
2P(ID:2),11,前進,10,0,0,10,0,0.0
2P(ID:2),203,ラリアット,14,10,0,4,318,22.7
2P(ID:2),5,ニュートラル,10,0,0,10,0,0.0
2P(ID:2),19,飛び蹴り,6,0,0,6,0,0.0
2P(ID:2),201,強攻撃,14,6,0,8,300,21.4
2P(ID:2),18,前進アッパー,6,1,0,5,56,9.3
2P(ID:2),202,叩きつけ,12,0,0,12,0,0.0
2P(ID:2),2,ジャンプ,6,0,0,6,0,0.0
2P(ID:2),17,アッパー,7,2,0,5,94,13.4
2P(ID:2),15,横攻撃,4,2,0,2,40,10.0
