User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:5),603,速射弾,21,13,0,8,219,10.4
1P(ID:5),602,エネルギー弾,10,8,1,1,178,17.8
1P(ID:5),604,緊急回避,6,0,0,6,0,0.0
1P(ID:5),601,波動弾,5,5,0,0,208,41.6
1P(ID:5),13,振り向き,2,0,0,2,0,0.0
2P(ID:4),501,溜め攻撃,11,4,0,7,802,72.9
2P(ID:4),502,猫だまし,4,2,0,2,21,5.3
2P(ID:4),106,飛び蹴り,2,0,0,2,0,0.0
2P(ID:4),104,アッパー,1,1,0,0,81,81.0
2P(ID:4),101,弱攻撃,1,0,0,1,0,0.0
2P(ID:4),2,ジャンプ,1,0,0,1,0,0.0
2P(ID:4),105,前進アッパー,1,0,0,1,0,0.0
2P(ID:4),13,振り向き,1,0,0,1,0,0.0
2P(ID:4),8,ガード,2,0,0,2,0,0.0
2P(ID:4),11,前進,2,0,0,2,0,0.0
