User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:6),601,爆発罠,10,6,0,4,193,19.3
1P(ID:6),12,後退,15,0,0,15,0,0.0
1P(ID:6),603,大爆発罠,7,4,0,3,347,49.6
1P(ID:6),8,ガード,5,0,0,5,0,0.0
1P(ID:6),5,ニュートラル,4,0,0,4,0,0.0
1P(ID:6),11,前進,4,0,0,4,0,0.0
1P(ID:6),15,横攻撃,1,0,0,1,0,0.0
1P(ID:6),13,振り向き,1,0,0,1,0,0.0
1P(ID:6),18,前進アッパー,1,0,0,1,0,0.0
1P(ID:6),16,ラッシュ攻撃,1,0,0,1,0,0.0
1P(ID:6),2,ジャンプ,1,0,0,1,0,0.0
2P(ID:2),11,前進,5,0,0,5,0,0.0
2P(ID:2),19,飛び蹴り,3,0,0,3,0,0.0
2P(ID:2),203,ラリアット,9,12,0,-3,382,42.4
2P(ID:2),17,アッパー,6,3,0,3,143,23.8
2P(ID:2),5,ニュートラル,8,0,0,8,0,0.0
2P(ID:2),201,強攻撃,8,4,0,4,191,23.9
2P(ID:2),15,横攻撃,2,2,0,0,38,19.0
2P(ID:2),18,前進アッパー,3,1,0,2,56,18.7
2P(ID:2),202,叩きつけ,4,0,0,4,0,0.0
2P(ID:2),2,ジャンプ,2,0,0,2,0,0.0
2P(ID:2),14,弱攻撃,1,0,0,1,0,0.0
