User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:2),11,前進,9,0,0,9,0,0.0
1P(ID:2),203,ラリアット,19,10,0,9,400,21.1
1P(ID:2),14,弱攻撃,4,2,0,2,58,14.5
1P(ID:2),5,ニュートラル,12,0,0,12,0,0.0
1P(ID:2),17,アッパー,7,2,0,5,116,16.6
1P(ID:2),201,強攻撃,12,4,0,8,208,17.3
1P(ID:2),15,横攻撃,6,1,0,5,31,5.2
1P(ID:2),19,飛び蹴り,2,0,0,2,0,0.0
1P(ID:2),18,前進アッパー,3,0,0,3,0,0.0
1P(ID:2),202,叩きつけ,5,0,0,5,0,0.0
1P(ID:2),2,ジャンプ,3,0,0,3,0,0.0
2P(ID:6),601,爆発罠,20,17,0,3,546,27.3
2P(ID:6),12,後退,20,0,0,20,0,0.0
2P(ID:6),603,大爆発罠,5,2,0,3,177,35.4
2P(ID:6),8,ガード,5,0,0,5,0,0.0
2P(ID:6),5,ニュートラル,10,0,0,10,0,0.0
2P(ID:6),11,前進,4,0,0,4,0,0.0
2P(ID:6),18,前進アッパー,6,0,0,6,0,0.0
2P(ID:6),15,横攻撃,3,0,0,3,0,0.0
2P(ID:6),16,ラッシュ攻撃,3,1,0,2,18,6.0
2P(ID:6),602,打ち上げ罠,1,0,0,1,0,0.0
2P(ID:6),17,アッパー,1,0,0,1,0,0.0
2P(ID:6),2,ジャンプ,1,0,0,1,0,0.0
2P(ID:6),19,飛び蹴り,1,0,0,1,0,0.0
2P(ID:6),13,振り向き,3,0,0,3,0,0.0
