User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,2,2,0,0,62,31.0
1P(ID:1),104,アッパー,13,2,0,11,84,6.5
1P(ID:1),202,空中蹴り,17,1,0,16,52,3.1
1P(ID:1),108,スライディング,16,16,0,0,271,16.9
1P(ID:1),105,前進アッパー,18,4,0,14,171,9.5
1P(ID:1),201,かかと落とし,19,0,0,19,0,0.0
1P(ID:1),11,前進,3,0,0,3,0,0.0
1P(ID:1),101,弱攻撃,2,0,0,2,0,0.0
1P(ID:1),2,ジャンプ,5,0,0,5,0,0.0
1P(ID:1),7,しゃがみ,7,0,0,7,0,0.0
1P(ID:1),107,下段蹴り,5,1,0,4,21,4.2
1P(ID:1),203,しゃがみ上段蹴り,11,5,0,6,206,18.7
1P(ID:1),5,ニュートラル,7,0,0,7,0,0.0
1P(ID:1),12,後退,3,0,0,3,0,0.0
1P(ID:1),103,ラッシュ攻撃,3,2,0,1,63,21.0
2P(ID:3),11,前進,6,0,0,6,0,0.0
2P(ID:3),403,キラースライド,33,8,0,25,204,6.2
2P(ID:3),106,飛び蹴り,5,0,0,5,0,0.0
2P(ID:3),13,振り向き,12,0,0,12,0,0.0
2P(ID:3),107,下段蹴り,5,2,0,3,44,8.8
2P(ID:3),401,トンボ返り,11,2,0,9,68,6.2
2P(ID:3),108,スライディング,7,2,0,5,38,5.4
2P(ID:3),402,強攻撃,8,0,0,8,0,0.0
2P(ID:3),102,横攻撃,7,0,0,7,0,0.0
