User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:6),701,爆発罠,2,1,0,1,37,18.5
1P(ID:6),105,前進アッパー,2,1,0,1,54,27.0
1P(ID:6),103,ラッシュ攻撃,2,3,0,-1,77,38.5
1P(ID:6),12,後退,5,0,0,5,0,0.0
1P(ID:6),702,打ち上げ罠,1,1,0,0,30,30.0
1P(ID:6),104,アッパー,1,0,0,1,0,0.0
1P(ID:6),11,前進,1,0,0,1,0,0.0
1P(ID:6),102,横攻撃,1,1,0,0,26,26.0
1P(ID:6),5,ニュートラル,2,0,0,2,0,0.0
1P(ID:6),8,ガード,2,0,0,2,0,0.0
1P(ID:6),703,大爆発罠,1,1,0,0,98,98.0
2P(ID:4),8,ガード,2,0,0,2,0,0.0
2P(ID:4),501,溜め攻撃,5,3,0,2,605,121.0
2P(ID:4),11,前進,1,0,0,1,0,0.0
2P(ID:4),111,カウンター攻撃,1,1,0,0,20,20.0
2P(ID:4),102,横攻撃,1,0,0,1,0,0.0
2P(ID:4),106,飛び蹴り,3,1,0,2,60,20.0
2P(ID:4),13,振り向き,1,0,0,1,0,0.0
2P(ID:4),104,アッパー,1,1,0,0,81,81.0
2P(ID:4),502,猫だまし,2,2,0,0,23,11.5
2P(ID:4),101,弱攻撃,1,1,0,0,42,42.0
