User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:2),11,前進,4,0,0,4,0,0.0
1P(ID:2),303,ラリアット,16,7,0,9,216,13.5
1P(ID:2),101,弱攻撃,1,0,0,1,0,0.0
1P(ID:2),5,ニュートラル,12,0,0,12,0,0.0
1P(ID:2),301,強攻撃,12,6,0,6,309,25.8
1P(ID:2),104,アッパー,7,4,0,3,215,30.7
1P(ID:2),102,横攻撃,5,1,0,4,29,5.8
1P(ID:2),105,前進アッパー,3,1,0,2,58,19.3
1P(ID:2),302,叩きつけ,5,0,0,5,0,0.0
1P(ID:2),2,ジャンプ,2,0,0,2,0,0.0
2P(ID:6),701,爆発罠,18,13,0,5,412,22.9
2P(ID:6),12,後退,19,0,0,19,0,0.0
2P(ID:6),703,大爆発罠,7,5,0,2,318,45.4
2P(ID:6),8,ガード,5,0,0,5,0,0.0
2P(ID:6),5,ニュートラル,2,0,0,2,0,0.0
2P(ID:6),2,ジャンプ,7,0,0,7,0,0.0
2P(ID:6),13,振り向き,4,0,0,4,0,0.0
2P(ID:6),106,飛び蹴り,2,2,0,0,73,36.5
2P(ID:6),11,前進,1,0,0,1,0,0.0
