User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,2,1,0,1,31,15.5
1P(ID:1),202,空中蹴り,10,2,0,8,102,10.2
1P(ID:1),108,スライディング,7,5,0,2,96,13.7
1P(ID:1),201,かかと落とし,11,4,0,7,149,13.5
1P(ID:1),203,しゃがみ上段蹴り,7,4,0,3,171,24.4
1P(ID:1),104,アッパー,12,5,0,7,216,18.0
1P(ID:1),2,ジャンプ,4,0,0,4,0,0.0
1P(ID:1),105,前進アッパー,8,1,0,7,42,5.3
1P(ID:1),7,しゃがみ,4,0,0,4,0,0.0
1P(ID:1),5,ニュートラル,6,0,0,6,0,0.0
1P(ID:1),11,前進,1,0,0,1,0,0.0
1P(ID:1),101,弱攻撃,1,0,0,1,0,0.0
1P(ID:1),107,下段蹴り,1,0,0,1,0,0.0
2P(ID:6),701,爆発罠,16,8,0,8,201,12.6
2P(ID:6),105,前進アッパー,3,0,0,3,0,0.0
2P(ID:6),12,後退,16,0,0,16,0,0.0
2P(ID:6),102,横攻撃,2,0,0,2,0,0.0
2P(ID:6),5,ニュートラル,4,0,0,4,0,0.0
2P(ID:6),13,振り向き,4,0,0,4,0,0.0
2P(ID:6),2,ジャンプ,3,0,0,3,0,0.0
2P(ID:6),106,飛び蹴り,3,1,0,2,42,14.0
2P(ID:6),703,大爆発罠,6,1,0,5,38,6.3
2P(ID:6),11,前進,3,0,0,3,0,0.0
2P(ID:6),8,ガード,3,0,0,3,0,0.0
2P(ID:6),103,ラッシュ攻撃,2,0,0,2,0,0.0
