User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:2),11,前進,6,0,0,6,0,0.0
1P(ID:2),106,飛び蹴り,3,0,0,3,0,0.0
1P(ID:2),303,ラリアット,10,12,0,-2,423,42.3
1P(ID:2),104,アッパー,6,4,0,2,192,32.0
1P(ID:2),5,ニュートラル,8,0,0,8,0,0.0
1P(ID:2),301,強攻撃,6,3,0,3,145,24.2
1P(ID:2),102,横攻撃,3,2,0,1,40,13.3
1P(ID:2),105,前進アッパー,2,0,0,2,0,0.0
1P(ID:2),302,叩きつけ,4,0,0,4,0,0.0
1P(ID:2),2,ジャンプ,2,0,0,2,0,0.0
2P(ID:5),603,速射弾,28,18,0,10,223,8.0
2P(ID:5),602,エネルギー弾,12,9,0,3,159,13.3
2P(ID:5),601,波動弾,8,6,0,2,193,24.1
2P(ID:5),604,緊急回避,4,0,0,4,0,0.0
2P(ID:5),13,振り向き,2,0,0,2,0,0.0
2P(ID:5),12,後退,1,0,0,1,0,0.0
