User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,4,4,0,0,126,31.5
1P(ID:1),104,アッパー,12,3,0,9,125,10.4
1P(ID:1),202,空中蹴り,15,1,0,14,53,3.5
1P(ID:1),108,スライディング,13,8,0,5,142,10.9
1P(ID:1),105,前進アッパー,15,5,0,10,209,13.9
1P(ID:1),201,かかと落とし,15,0,0,15,0,0.0
1P(ID:1),7,しゃがみ,8,0,0,8,0,0.0
1P(ID:1),203,しゃがみ上段蹴り,11,4,0,7,166,15.1
1P(ID:1),5,ニュートラル,6,0,0,6,0,0.0
1P(ID:1),107,下段蹴り,5,3,0,2,63,12.6
1P(ID:1),11,前進,3,0,0,3,0,0.0
1P(ID:1),101,弱攻撃,3,0,0,3,0,0.0
1P(ID:1),2,ジャンプ,1,0,0,1,0,0.0
1P(ID:1),12,後退,1,0,0,1,0,0.0
1P(ID:1),103,ラッシュ攻撃,1,1,0,0,33,33.0
2P(ID:3),11,前進,6,0,0,6,0,0.0
2P(ID:3),403,キラースライド,34,8,0,26,216,6.4
2P(ID:3),106,飛び蹴り,6,0,0,6,0,0.0
2P(ID:3),13,振り向き,7,0,0,7,0,0.0
2P(ID:3),401,トンボ返り,9,1,0,8,42,4.7
2P(ID:3),108,スライディング,4,0,0,4,0,0.0
2P(ID:3),402,強攻撃,5,0,0,5,0,0.0
2P(ID:3),102,横攻撃,5,0,0,5,0,0.0
2P(ID:3),107,下段蹴り,2,1,0,1,28,14.0
