User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:6),701,爆発罠,23,6,0,17,294,12.8
1P(ID:6),105,前進アッパー,7,0,1,6,0,0.0
1P(ID:6),103,ラッシュ攻撃,7,2,4,1,57,8.1
1P(ID:6),703,大爆発罠,15,8,0,7,941,62.7
1P(ID:6),12,後退,30,0,0,30,0,0.0
1P(ID:6),11,前進,11,0,0,11,0,0.0
1P(ID:6),8,ガード,5,0,0,5,0,0.0
1P(ID:6),102,横攻撃,4,0,0,4,0,0.0
1P(ID:6),5,ニュートラル,13,0,0,13,0,0.0
1P(ID:6),702,打ち上げ罠,5,4,0,1,154,30.8
1P(ID:6),13,振り向き,4,0,0,4,0,0.0
1P(ID:6),104,アッパー,3,0,0,3,0,0.0
1P(ID:6),2,ジャンプ,2,0,0,2,0,0.0
1P(ID:6),106,飛び蹴り,2,0,0,2,0,0.0
2P(ID:7),801,大ガード,57,5,0,52,120,2.1
2P(ID:7),802,シールドバッシュ,35,29,0,6,463,13.2
2P(ID:7),101,弱攻撃,16,5,0,11,101,6.3
2P(ID:7),109,掴み攻撃,2,0,0,2,0,0.0
2P(ID:7),104,アッパー,8,1,0,7,43,5.4
