User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:3),11,前進,11,0,0,11,0,0.0
1P(ID:3),403,キラースライド,36,13,0,23,570,15.8
1P(ID:3),106,飛び蹴り,10,4,0,6,176,17.6
1P(ID:3),13,振り向き,9,0,0,9,0,0.0
1P(ID:3),401,トンボ返り,5,1,0,4,39,7.8
1P(ID:3),108,スライディング,1,0,0,1,0,0.0
1P(ID:3),402,強攻撃,1,0,0,1,0,0.0
1P(ID:3),102,横攻撃,1,0,0,1,0,0.0
1P(ID:3),107,下段蹴り,1,0,0,1,0,0.0
2P(ID:5),601,波動弾,16,15,0,1,561,35.1
2P(ID:5),603,速射弾,37,16,0,21,223,6.0
2P(ID:5),602,エネルギー弾,22,6,0,16,119,5.4
2P(ID:5),604,緊急回避,13,0,0,13,0,0.0
2P(ID:5),13,振り向き,9,0,0,9,0,0.0
2P(ID:5),2,ジャンプ,3,0,0,3,0,0.0
2P(ID:5),105,前進アッパー,3,0,0,3,0,0.0
2P(ID:5),11,前進,3,0,0,3,0,0.0
2P(ID:5),12,後退,3,0,0,3,0,0.0
