User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:6),601,爆発罠,27,5,0,22,185,6.9
1P(ID:6),12,後退,27,0,0,27,0,0.0
1P(ID:6),603,大爆発罠,13,7,1,5,812,62.5
1P(ID:6),8,ガード,4,0,0,4,0,0.0
1P(ID:6),5,ニュートラル,5,0,0,5,0,0.0
1P(ID:6),11,前進,10,0,0,10,0,0.0
1P(ID:6),13,振り向き,9,0,0,9,0,0.0
1P(ID:6),18,前進アッパー,3,0,0,3,0,0.0
1P(ID:6),16,ラッシュ攻撃,5,3,0,2,73,14.6
1P(ID:6),2,ジャンプ,6,0,0,6,0,0.0
1P(ID:6),19,飛び蹴り,6,2,1,3,84,14.0
1P(ID:6),602,打ち上げ罠,3,3,0,0,72,24.0
1P(ID:6),17,アッパー,2,0,1,1,0,0.0
1P(ID:6),15,横攻撃,1,0,0,1,0,0.0
2P(ID:7),701,大ガード,42,3,0,39,72,1.7
2P(ID:7),702,シールドバッシュ,36,28,0,8,486,13.5
2P(ID:7),17,アッパー,9,4,0,5,173,19.2
2P(ID:7),14,弱攻撃,16,4,0,12,81,5.1
2P(ID:7),22,掴み攻撃,1,0,0,1,0,0.0
