User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:2),11,前進,6,0,0,6,0,0.0
1P(ID:2),303,ラリアット,11,12,0,-1,412,37.5
1P(ID:2),101,弱攻撃,2,0,0,2,0,0.0
1P(ID:2),5,ニュートラル,7,0,0,7,0,0.0
1P(ID:2),301,強攻撃,6,5,0,1,223,37.2
1P(ID:2),105,前進アッパー,2,0,0,2,0,0.0
1P(ID:2),302,叩きつけ,3,0,0,3,0,0.0
1P(ID:2),104,アッパー,5,3,0,2,151,30.2
1P(ID:2),102,横攻撃,4,1,0,3,19,4.8
1P(ID:2),2,ジャンプ,1,0,0,1,0,0.0
2P(ID:6),701,爆発罠,9,7,0,2,219,24.3
2P(ID:6),105,前進アッパー,3,0,0,3,0,0.0
2P(ID:6),12,後退,11,0,0,11,0,0.0
2P(ID:6),5,ニュートラル,3,0,0,3,0,0.0
2P(ID:6),703,大爆発罠,5,4,0,1,252,50.4
2P(ID:6),8,ガード,3,0,0,3,0,0.0
2P(ID:6),2,ジャンプ,1,0,0,1,0,0.0
2P(ID:6),11,前進,1,0,0,1,0,0.0
2P(ID:6),13,振り向き,1,0,0,1,0,0.0
2P(ID:6),103,ラッシュ攻撃,1,0,0,1,0,0.0
