User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:6),601,爆発罠,23,19,0,4,603,26.2
1P(ID:6),12,後退,25,0,0,25,0,0.0
1P(ID:6),603,大爆発罠,5,3,0,2,258,51.6
1P(ID:6),8,ガード,6,0,0,6,0,0.0
1P(ID:6),5,ニュートラル,8,0,0,8,0,0.0
1P(ID:6),11,前進,5,0,0,5,0,0.0
1P(ID:6),18,前進アッパー,5,0,0,5,0,0.0
1P(ID:6),15,横攻撃,2,0,0,2,0,0.0
1P(ID:6),16,ラッシュ攻撃,5,0,0,5,0,0.0
1P(ID:6),13,振り向き,4,0,0,4,0,0.0
1P(ID:6),602,打ち上げ罠,2,1,0,1,27,13.5
1P(ID:6),17,アッパー,1,0,0,1,0,0.0
1P(ID:6),2,ジャンプ,1,0,0,1,0,0.0
1P(ID:6),19,飛び蹴り,0,1,0,-1,37,0.0
2P(ID:2),11,前進,8,0,0,8,0,0.0
2P(ID:2),19,飛び蹴り,4,0,0,4,0,0.0
2P(ID:2),203,ラリアット,17,11,0,6,343,20.2
2P(ID:2),17,アッパー,9,4,0,5,209,23.2
2P(ID:2),5,ニュートラル,10,0,0,10,0,0.0
2P(ID:2),201,強攻撃,15,3,0,12,163,10.9
2P(ID:2),15,横攻撃,4,2,0,2,61,15.3
2P(ID:2),14,弱攻撃,1,0,0,1,0,0.0
2P(ID:2),18,前進アッパー,6,1,0,5,60,10.0
2P(ID:2),202,叩きつけ,11,0,0,11,0,0.0
2P(ID:2),2,ジャンプ,5,0,0,5,0,0.0
