User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:3),11,前進,17,0,0,17,0,0.0
1P(ID:3),403,キラースライド,42,14,7,21,660,15.7
1P(ID:3),106,飛び蹴り,16,3,0,13,112,7.0
1P(ID:3),401,トンボ返り,5,3,0,2,137,27.4
1P(ID:3),108,スライディング,4,0,1,3,0,0.0
1P(ID:3),402,強攻撃,4,0,4,0,0,0.0
1P(ID:3),102,横攻撃,4,0,2,2,0,0.0
1P(ID:3),13,振り向き,5,0,0,5,0,0.0
1P(ID:3),107,下段蹴り,2,0,0,2,0,0.0
2P(ID:7),801,大ガード,61,14,0,47,378,6.2
2P(ID:7),802,シールドバッシュ,42,35,0,7,523,12.5
2P(ID:7),109,掴み攻撃,1,0,0,1,0,0.0
2P(ID:7),104,アッパー,2,0,0,2,0,0.0
2P(ID:7),101,弱攻撃,3,1,0,2,20,6.7
