User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:3),11,前進,18,0,0,18,0,0.0
1P(ID:3),403,キラースライド,69,16,2,51,446,6.5
1P(ID:3),13,振り向き,19,0,0,19,0,0.0
1P(ID:3),107,下段蹴り,3,0,0,3,0,0.0
1P(ID:3),106,飛び蹴り,17,0,0,17,0,0.0
1P(ID:3),401,トンボ返り,13,4,0,9,168,12.9
1P(ID:3),108,スライディング,4,4,0,0,144,36.0
1P(ID:3),402,強攻撃,4,0,0,4,0,0.0
1P(ID:3),102,横攻撃,4,0,0,4,0,0.0
2P(ID:1),106,飛び蹴り,2,2,0,0,62,31.0
2P(ID:1),104,アッパー,21,0,0,21,0,0.0
2P(ID:1),202,空中蹴り,29,1,0,28,51,1.8
2P(ID:1),8,ガード,6,0,0,6,0,0.0
2P(ID:1),108,スライディング,23,3,0,20,43,1.9
2P(ID:1),105,前進アッパー,25,3,0,22,124,5.0
2P(ID:1),201,かかと落とし,31,1,0,30,36,1.2
2P(ID:1),11,前進,10,0,0,10,0,0.0
2P(ID:1),7,しゃがみ,10,0,0,10,0,0.0
2P(ID:1),203,しゃがみ上段蹴り,10,1,0,9,22,2.2
2P(ID:1),5,ニュートラル,19,0,0,19,0,0.0
2P(ID:1),2,ジャンプ,12,0,0,12,0,0.0
2P(ID:1),12,後退,5,0,0,5,0,0.0
2P(ID:1),103,ラッシュ攻撃,5,3,0,2,94,18.8
2P(ID:1),107,下段蹴り,5,2,0,3,42,8.4
2P(ID:1),101,弱攻撃,5,2,0,3,42,8.4
