User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:8),12,後退,23,0,0,23,0,0.0
1P(ID:8),801,ゴム掴み,12,5,0,7,261,21.8
1P(ID:8),802,対空大技,11,3,0,8,369,33.5
1P(ID:8),803,ゴム風船,29,25,0,4,370,12.8
1P(ID:8),2,ジャンプ,2,0,0,2,0,0.0
1P(ID:8),11,前進,46,0,0,46,0,0.0
1P(ID:8),19,飛び蹴り,22,0,0,22,0,0.0
1P(ID:8),15,横攻撃,22,0,0,22,0,0.0
2P(ID:1),19,飛び蹴り,2,0,0,2,0,0.0
2P(ID:1),11,前進,6,0,0,6,0,0.0
2P(ID:1),21,スライディング,9,6,0,3,98,10.9
2P(ID:1),102,空中蹴り,27,2,0,25,102,3.8
2P(ID:1),14,弱攻撃,5,0,0,5,0,0.0
2P(ID:1),17,アッパー,29,1,0,28,42,1.4
2P(ID:1),7,しゃがみ,4,0,0,4,0,0.0
2P(ID:1),103,しゃがみ上段蹴り,4,3,0,1,124,31.0
2P(ID:1),5,ニュートラル,6,0,0,6,0,0.0
2P(ID:1),16,ラッシュ攻撃,24,23,0,1,373,15.5
2P(ID:1),101,かかと落とし,27,1,0,26,36,1.3
2P(ID:1),2,ジャンプ,5,0,0,5,0,0.0
2P(ID:1),18,前進アッパー,6,1,0,5,42,7.0
2P(ID:1),20,下段蹴り,1,0,0,1,0,0.0
2P(ID:1),12,後退,1,0,0,1,0,0.0
