User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,6,4,0,2,124,20.7
1P(ID:1),104,アッパー,24,4,0,20,169,7.0
1P(ID:1),202,空中蹴り,26,0,0,26,0,0.0
1P(ID:1),108,スライディング,13,6,0,7,78,6.0
1P(ID:1),105,前進アッパー,27,4,0,23,164,6.1
1P(ID:1),201,かかと落とし,26,1,0,25,39,1.5
1P(ID:1),2,ジャンプ,11,0,0,11,0,0.0
1P(ID:1),11,前進,5,0,0,5,0,0.0
1P(ID:1),101,弱攻撃,3,0,0,3,0,0.0
1P(ID:1),7,しゃがみ,11,0,0,11,0,0.0
1P(ID:1),107,下段蹴り,7,4,0,3,84,12.0
1P(ID:1),203,しゃがみ上段蹴り,13,6,0,7,251,19.3
1P(ID:1),5,ニュートラル,6,0,0,6,0,0.0
2P(ID:3),11,前進,19,0,0,19,0,0.0
2P(ID:3),403,キラースライド,57,11,0,46,264,4.6
2P(ID:3),106,飛び蹴り,19,0,0,19,0,0.0
2P(ID:3),401,トンボ返り,10,1,0,9,40,4.0
2P(ID:3),108,スライディング,5,0,0,5,0,0.0
2P(ID:3),402,強攻撃,5,0,0,5,0,0.0
2P(ID:3),102,横攻撃,5,0,0,5,0,0.0
2P(ID:3),13,振り向き,10,0,0,10,0,0.0
2P(ID:3),107,下段蹴り,2,2,0,0,48,24.0
