User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:5),601,波動弾,13,10,0,3,413,31.8
1P(ID:5),603,速射弾,28,10,0,18,164,5.9
1P(ID:5),602,エネルギー弾,17,5,0,12,109,6.4
1P(ID:5),604,緊急回避,10,0,0,10,0,0.0
1P(ID:5),13,振り向き,6,0,0,6,0,0.0
1P(ID:5),2,ジャンプ,2,0,0,2,0,0.0
1P(ID:5),105,前進アッパー,1,0,0,1,0,0.0
1P(ID:5),11,前進,1,0,0,1,0,0.0
1P(ID:5),12,後退,4,0,0,4,0,0.0
2P(ID:3),11,前進,8,0,0,8,0,0.0
2P(ID:3),403,キラースライド,29,18,0,11,718,24.8
2P(ID:3),106,飛び蹴り,8,2,0,6,132,16.5
2P(ID:3),13,振り向き,7,0,0,7,0,0.0
2P(ID:3),401,トンボ返り,3,0,0,3,0,0.0
