User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:2),11,前進,21,0,0,21,0,0.0
1P(ID:2),303,ラリアット,34,12,0,22,506,14.9
1P(ID:2),101,弱攻撃,6,0,0,6,0,0.0
1P(ID:2),5,ニュートラル,28,0,0,28,0,0.0
1P(ID:2),106,飛び蹴り,10,5,0,5,285,28.5
1P(ID:2),104,アッパー,17,2,0,15,95,5.6
1P(ID:2),301,強攻撃,14,1,0,13,47,3.4
1P(ID:2),102,横攻撃,7,0,0,7,0,0.0
1P(ID:2),105,前進アッパー,5,0,0,5,0,0.0
1P(ID:2),302,叩きつけ,10,0,0,10,0,0.0
1P(ID:2),2,ジャンプ,5,0,0,5,0,0.0
2P(ID:3),11,前進,19,0,0,19,0,0.0
2P(ID:3),403,キラースライド,49,15,0,34,518,10.6
2P(ID:3),106,飛び蹴り,19,5,0,14,130,6.8
2P(ID:3),13,振り向き,10,0,0,10,0,0.0
2P(ID:3),401,トンボ返り,6,1,0,5,74,12.3
2P(ID:3),402,強攻撃,2,0,0,2,0,0.0
2P(ID:3),102,横攻撃,2,0,0,2,0,0.0
2P(ID:3),107,下段蹴り,1,0,0,1,0,0.0
2P(ID:3),108,スライディング,1,0,0,1,0,0.0
