User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,4,1,0,3,31,7.8
1P(ID:1),104,アッパー,8,4,0,4,178,22.3
1P(ID:1),202,空中蹴り,9,3,0,6,160,17.8
1P(ID:1),11,前進,3,0,0,3,0,0.0
1P(ID:1),108,スライディング,5,0,0,5,0,0.0
1P(ID:1),105,前進アッパー,6,1,0,5,41,6.8
1P(ID:1),101,弱攻撃,2,0,0,2,0,0.0
1P(ID:1),2,ジャンプ,1,0,0,1,0,0.0
1P(ID:1),201,かかと落とし,6,3,0,3,118,19.7
1P(ID:1),7,しゃがみ,2,0,0,2,0,0.0
1P(ID:1),107,下段蹴り,1,1,0,0,21,21.0
1P(ID:1),203,しゃがみ上段蹴り,4,2,0,2,87,21.8
1P(ID:1),5,ニュートラル,1,0,0,1,0,0.0
2P(ID:4),8,ガード,6,0,0,6,0,0.0
2P(ID:4),501,溜め攻撃,9,1,0,8,200,22.2
2P(ID:4),11,前進,6,0,0,6,0,0.0
2P(ID:4),106,飛び蹴り,3,0,0,3,0,0.0
2P(ID:4),13,振り向き,3,0,0,3,0,0.0
2P(ID:4),2,ジャンプ,2,0,0,2,0,0.0
2P(ID:4),105,前進アッパー,2,0,0,2,0,0.0
2P(ID:4),111,カウンター攻撃,1,0,0,1,0,0.0
