User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:4),2,ジャンプ,2,0,0,2,0,0.0
1P(ID:4),105,前進アッパー,2,0,0,2,0,0.0
1P(ID:4),13,振り向き,2,0,0,2,0,0.0
1P(ID:4),502,猫だまし,4,4,0,0,43,10.8
1P(ID:4),501,溜め攻撃,16,4,0,12,805,50.3
1P(ID:4),106,飛び蹴り,2,0,0,2,0,0.0
1P(ID:4),111,カウンター攻撃,3,0,0,3,0,0.0
1P(ID:4),102,横攻撃,2,1,0,1,40,20.0
1P(ID:4),8,ガード,15,0,0,15,0,0.0
1P(ID:4),11,前進,10,0,0,10,0,0.0
1P(ID:4),104,アッパー,2,2,0,0,162,81.0
1P(ID:4),101,弱攻撃,1,0,0,1,0,0.0
2P(ID:1),106,飛び蹴り,2,1,0,1,31,15.5
2P(ID:1),104,アッパー,5,2,0,3,83,16.6
2P(ID:1),202,空中蹴り,9,1,0,8,52,5.8
2P(ID:1),201,かかと落とし,10,1,0,9,37,3.7
2P(ID:1),108,スライディング,10,4,0,6,66,6.6
2P(ID:1),7,しゃがみ,1,0,0,1,0,0.0
2P(ID:1),203,しゃがみ上段蹴り,2,2,0,0,83,41.5
2P(ID:1),5,ニュートラル,6,0,0,6,0,0.0
2P(ID:1),12,後退,2,0,0,2,0,0.0
2P(ID:1),103,ラッシュ攻撃,2,0,0,2,0,0.0
2P(ID:1),2,ジャンプ,3,0,0,3,0,0.0
2P(ID:1),11,前進,7,0,0,7,0,0.0
2P(ID:1),105,前進アッパー,8,0,0,8,0,0.0
