User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:2),11,前進,14,0,0,14,0,0.0
1P(ID:2),303,ラリアット,25,12,0,13,518,20.7
1P(ID:2),101,弱攻撃,4,0,0,4,0,0.0
1P(ID:2),5,ニュートラル,17,0,0,17,0,0.0
1P(ID:2),106,飛び蹴り,6,3,0,3,134,22.3
1P(ID:2),104,アッパー,13,2,0,11,104,8.0
1P(ID:2),301,強攻撃,12,3,0,9,152,12.7
1P(ID:2),105,前進アッパー,3,0,0,3,0,0.0
1P(ID:2),302,叩きつけ,6,1,0,5,47,7.8
1P(ID:2),2,ジャンプ,3,0,0,3,0,0.0
1P(ID:2),102,横攻撃,7,0,0,7,0,0.0
2P(ID:3),11,前進,12,0,0,12,0,0.0
2P(ID:3),403,キラースライド,30,8,0,22,234,7.8
2P(ID:3),106,飛び蹴り,11,3,0,8,84,7.6
2P(ID:3),13,振り向き,8,0,0,8,0,0.0
2P(ID:3),401,トンボ返り,6,2,0,4,88,14.7
2P(ID:3),402,強攻撃,3,0,0,3,0,0.0
2P(ID:3),102,横攻撃,3,0,0,3,0,0.0
2P(ID:3),107,下段蹴り,2,0,0,2,0,0.0
2P(ID:3),108,スライディング,1,1,0,0,20,20.0
