User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:3),11,前進,2,0,0,2,0,0.0
1P(ID:3),403,キラースライド,39,20,8,11,812,20.8
1P(ID:3),106,飛び蹴り,2,2,0,0,52,26.0
1P(ID:3),401,トンボ返り,8,6,0,2,276,34.5
1P(ID:3),13,振り向き,22,0,0,22,0,0.0
1P(ID:3),108,スライディング,4,0,0,4,0,0.0
1P(ID:3),402,強攻撃,4,0,8,-4,0,0.0
1P(ID:3),102,横攻撃,4,1,1,2,68,17.0
1P(ID:3),107,下段蹴り,6,0,1,5,0,0.0
2P(ID:7),801,大ガード,61,16,0,45,432,7.1
2P(ID:7),802,シールドバッシュ,23,28,0,-5,382,16.6
2P(ID:7),104,アッパー,7,2,0,5,86,12.3
2P(ID:7),101,弱攻撃,14,0,0,14,0,0.0
2P(ID:7),109,掴み攻撃,1,0,0,1,0,0.0
