User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,2,0,0,2,0,0.0
1P(ID:1),104,アッパー,9,4,0,5,178,19.8
1P(ID:1),202,空中蹴り,9,3,0,6,165,18.3
1P(ID:1),12,後退,2,0,0,2,0,0.0
1P(ID:1),103,ラッシュ攻撃,2,0,0,2,0,0.0
1P(ID:1),108,スライディング,8,0,0,8,0,0.0
1P(ID:1),2,ジャンプ,3,0,0,3,0,0.0
1P(ID:1),5,ニュートラル,5,0,0,5,0,0.0
1P(ID:1),11,前進,5,0,0,5,0,0.0
1P(ID:1),105,前進アッパー,5,0,0,5,0,0.0
1P(ID:1),101,弱攻撃,4,0,0,4,0,0.0
1P(ID:1),201,かかと落とし,4,3,0,1,122,30.5
1P(ID:1),7,しゃがみ,2,0,0,2,0,0.0
1P(ID:1),203,しゃがみ上段蹴り,5,4,0,1,173,34.6
2P(ID:4),2,ジャンプ,3,0,0,3,0,0.0
2P(ID:4),105,前進アッパー,3,0,0,3,0,0.0
2P(ID:4),13,振り向き,3,0,0,3,0,0.0
2P(ID:4),501,溜め攻撃,12,0,0,12,0,0.0
2P(ID:4),502,猫だまし,3,0,0,3,0,0.0
2P(ID:4),106,飛び蹴り,3,0,0,3,0,0.0
2P(ID:4),8,ガード,6,0,0,6,0,0.0
2P(ID:4),11,前進,4,0,0,4,0,0.0
2P(ID:4),104,アッパー,1,0,0,1,0,0.0
2P(ID:4),101,弱攻撃,1,0,0,1,0,0.0
2P(ID:4),111,カウンター攻撃,1,0,0,1,0,0.0
