User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,6,0,0,6,0,0.0
1P(ID:1),104,アッパー,15,3,3,9,126,8.4
1P(ID:1),202,空中蹴り,13,9,0,4,466,35.8
1P(ID:1),11,前進,2,0,0,2,0,0.0
1P(ID:1),108,スライディング,9,8,1,0,114,12.7
1P(ID:1),7,しゃがみ,3,0,0,3,0,0.0
1P(ID:1),203,しゃがみ上段蹴り,9,8,1,0,329,36.6
1P(ID:1),5,ニュートラル,6,0,0,6,0,0.0
1P(ID:1),105,前進アッパー,2,0,4,-2,0,0.0
1P(ID:1),201,かかと落とし,11,0,1,10,0,0.0
1P(ID:1),107,下段蹴り,1,0,0,1,0,0.0
2P(ID:7),801,大ガード,31,10,0,21,300,9.7
2P(ID:7),802,シールドバッシュ,28,36,0,-8,550,19.6
2P(ID:7),104,アッパー,2,2,0,0,88,44.0
2P(ID:7),101,弱攻撃,9,4,0,5,84,9.3
2P(ID:7),109,掴み攻撃,3,0,0,3,0,0.0
