User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:6),701,爆発罠,46,6,0,40,211,4.6
1P(ID:6),12,後退,34,0,0,34,0,0.0
1P(ID:6),703,大爆発罠,12,4,1,7,174,14.5
1P(ID:6),8,ガード,4,0,0,4,0,0.0
1P(ID:6),5,ニュートラル,8,0,0,8,0,0.0
1P(ID:6),11,前進,12,0,0,12,0,0.0
1P(ID:6),13,振り向き,14,0,0,14,0,0.0
1P(ID:6),105,前進アッパー,8,0,1,7,0,0.0
1P(ID:6),103,ラッシュ攻撃,8,3,0,5,55,6.9
1P(ID:6),2,ジャンプ,8,0,0,8,0,0.0
1P(ID:6),106,飛び蹴り,8,1,0,7,42,5.3
1P(ID:6),702,打ち上げ罠,3,3,0,0,116,38.7
1P(ID:6),104,アッパー,2,0,0,2,0,0.0
1P(ID:6),102,横攻撃,2,0,0,2,0,0.0
2P(ID:7),801,大ガード,78,2,0,76,48,0.6
2P(ID:7),802,シールドバッシュ,42,39,0,3,675,16.1
2P(ID:7),109,掴み攻撃,4,0,0,4,0,0.0
2P(ID:7),104,アッパー,9,1,0,8,43,4.8
2P(ID:7),101,弱攻撃,14,3,0,11,60,4.3
