User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:7),801,大ガード,28,0,0,28,0,0.0
1P(ID:7),802,シールドバッシュ,51,22,0,29,429,8.4
1P(ID:7),5,ニュートラル,18,0,0,18,0,0.0
1P(ID:7),101,弱攻撃,7,2,0,5,43,6.1
1P(ID:7),109,掴み攻撃,3,1,0,2,41,13.7
1P(ID:7),104,アッパー,5,1,0,4,44,8.8
2P(ID:3),11,前進,17,0,0,17,0,0.0
2P(ID:3),403,キラースライド,50,9,13,28,144,2.9
2P(ID:3),106,飛び蹴り,16,0,0,16,0,0.0
2P(ID:3),13,振り向き,12,0,0,12,0,0.0
2P(ID:3),107,下段蹴り,2,1,0,1,9,4.5
2P(ID:3),401,トンボ返り,5,2,0,3,51,10.2
2P(ID:3),108,スライディング,1,0,1,0,0,0.0
2P(ID:3),402,強攻撃,1,0,0,1,0,0.0
2P(ID:3),102,横攻撃,1,0,0,1,0,0.0
