User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:4),2,ジャンプ,4,0,0,4,0,0.0
1P(ID:4),105,前進アッパー,4,0,0,4,0,0.0
1P(ID:4),13,振り向き,4,0,0,4,0,0.0
1P(ID:4),501,溜め攻撃,10,2,0,8,403,40.3
1P(ID:4),8,ガード,5,0,0,5,0,0.0
1P(ID:4),11,前進,4,0,0,4,0,0.0
1P(ID:4),111,カウンター攻撃,2,0,0,2,0,0.0
1P(ID:4),102,横攻撃,2,0,0,2,0,0.0
1P(ID:4),104,アッパー,1,1,0,0,80,80.0
1P(ID:4),502,猫だまし,2,2,0,0,23,11.5
1P(ID:4),101,弱攻撃,1,1,0,0,42,42.0
1P(ID:4),106,飛び蹴り,1,0,0,1,0,0.0
2P(ID:5),601,波動弾,7,4,0,3,154,22.0
2P(ID:5),603,速射弾,25,20,2,3,299,12.0
2P(ID:5),602,エネルギー弾,13,10,1,2,208,16.0
2P(ID:5),604,緊急回避,4,0,0,4,0,0.0
2P(ID:5),13,振り向き,2,0,0,2,0,0.0
