User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:6),601,爆発罠,20,7,0,13,222,11.1
1P(ID:6),12,後退,23,0,0,23,0,0.0
1P(ID:6),603,大爆発罠,10,6,0,4,521,52.1
1P(ID:6),8,ガード,6,0,0,6,0,0.0
1P(ID:6),5,ニュートラル,8,0,0,8,0,0.0
1P(ID:6),11,前進,7,0,0,7,0,0.0
1P(ID:6),18,前進アッパー,3,0,2,1,0,0.0
1P(ID:6),15,横攻撃,2,0,1,1,0,0.0
1P(ID:6),13,振り向き,5,0,0,5,0,0.0
1P(ID:6),602,打ち上げ罠,3,3,0,0,79,26.3
1P(ID:6),16,ラッシュ攻撃,2,6,0,-4,147,73.5
1P(ID:6),2,ジャンプ,2,0,0,2,0,0.0
1P(ID:6),19,飛び蹴り,1,1,0,0,37,37.0
2P(ID:7),701,大ガード,27,3,0,24,72,2.7
2P(ID:7),702,シールドバッシュ,28,29,0,-1,446,15.9
2P(ID:7),17,アッパー,10,5,0,5,216,21.6
2P(ID:7),14,弱攻撃,16,4,0,12,80,5.0
2P(ID:7),22,掴み攻撃,2,0,0,2,0,0.0
