User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:2),11,前進,15,0,0,15,0,0.0
1P(ID:2),106,飛び蹴り,6,3,0,3,133,22.2
1P(ID:2),303,ラリアット,25,11,0,14,446,17.8
1P(ID:2),104,アッパー,15,2,0,13,105,7.0
1P(ID:2),5,ニュートラル,18,0,0,18,0,0.0
1P(ID:2),301,強攻撃,15,1,0,14,57,3.8
1P(ID:2),105,前進アッパー,3,1,0,2,36,12.0
1P(ID:2),302,叩きつけ,5,0,0,5,0,0.0
1P(ID:2),2,ジャンプ,2,0,0,2,0,0.0
1P(ID:2),102,横攻撃,8,0,0,8,0,0.0
1P(ID:2),101,弱攻撃,3,0,0,3,0,0.0
2P(ID:3),11,前進,12,0,0,12,0,0.0
2P(ID:3),403,キラースライド,33,12,0,21,574,17.4
2P(ID:3),106,飛び蹴り,11,3,0,8,98,8.9
2P(ID:3),13,振り向き,10,0,0,10,0,0.0
2P(ID:3),401,トンボ返り,7,5,0,2,329,47.0
2P(ID:3),402,強攻撃,4,3,0,1,128,32.0
2P(ID:3),102,横攻撃,4,0,0,4,0,0.0
2P(ID:3),108,スライディング,0,1,0,-1,46,0.0
2P(ID:3),107,下段蹴り,3,0,0,3,0,0.0
