User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:3),11,前進,2,0,0,2,0,0.0
1P(ID:3),403,キラースライド,11,9,0,2,436,39.6
1P(ID:3),106,飛び蹴り,2,1,0,1,26,13.0
1P(ID:3),13,振り向き,4,0,0,4,0,0.0
1P(ID:3),107,下段蹴り,1,1,0,0,70,70.0
1P(ID:3),401,トンボ返り,2,2,0,0,198,99.0
2P(ID:4),501,溜め攻撃,6,1,0,5,200,33.3
2P(ID:4),2,ジャンプ,1,0,0,1,0,0.0
2P(ID:4),105,前進アッパー,1,0,0,1,0,0.0
2P(ID:4),13,振り向き,2,0,0,2,0,0.0
2P(ID:4),502,猫だまし,2,0,0,2,0,0.0
2P(ID:4),106,飛び蹴り,3,0,0,3,0,0.0
2P(ID:4),11,前進,1,0,0,1,0,0.0
2P(ID:4),104,アッパー,1,0,0,1,0,0.0
2P(ID:4),101,弱攻撃,1,0,0,1,0,0.0
