User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,4,1,0,3,31,7.8
1P(ID:1),104,アッパー,16,4,0,12,173,10.8
1P(ID:1),202,空中蹴り,14,5,0,9,267,19.1
1P(ID:1),8,ガード,3,0,0,3,0,0.0
1P(ID:1),108,スライディング,8,2,0,6,33,4.1
1P(ID:1),105,前進アッパー,10,1,0,9,42,4.2
1P(ID:1),201,かかと落とし,18,4,0,14,156,8.7
1P(ID:1),11,前進,4,0,0,4,0,0.0
1P(ID:1),203,しゃがみ上段蹴り,10,5,0,5,215,21.5
1P(ID:1),7,しゃがみ,5,0,0,5,0,0.0
1P(ID:1),5,ニュートラル,7,0,0,7,0,0.0
1P(ID:1),2,ジャンプ,3,0,0,3,0,0.0
1P(ID:1),107,下段蹴り,2,2,0,0,51,25.5
1P(ID:1),101,弱攻撃,2,2,0,0,42,21.0
2P(ID:2),11,前進,12,0,0,12,0,0.0
2P(ID:2),102,横攻撃,11,0,0,11,0,0.0
2P(ID:2),104,アッパー,9,0,0,9,0,0.0
2P(ID:2),101,弱攻撃,8,0,0,8,0,0.0
2P(ID:2),5,ニュートラル,16,0,0,16,0,0.0
2P(ID:2),303,ラリアット,15,2,0,13,72,4.8
2P(ID:2),301,強攻撃,6,0,0,6,0,0.0
2P(ID:2),105,前進アッパー,1,0,0,1,0,0.0
2P(ID:2),302,叩きつけ,4,0,0,4,0,0.0
2P(ID:2),2,ジャンプ,3,0,0,3,0,0.0
