User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:3),11,前進,6,0,0,6,0,0.0
1P(ID:3),403,キラースライド,18,12,0,6,395,21.9
1P(ID:3),106,飛び蹴り,4,0,1,3,0,0.0
1P(ID:3),401,トンボ返り,1,0,0,1,0,0.0
2P(ID:6),701,爆発罠,6,6,0,0,205,34.2
2P(ID:6),12,後退,13,0,0,13,0,0.0
2P(ID:6),703,大爆発罠,4,4,0,0,257,64.3
2P(ID:6),8,ガード,4,0,0,4,0,0.0
2P(ID:6),5,ニュートラル,10,0,0,10,0,0.0
2P(ID:6),11,前進,1,0,0,1,0,0.0
2P(ID:6),105,前進アッパー,2,0,0,2,0,0.0
2P(ID:6),102,横攻撃,1,0,0,1,0,0.0
2P(ID:6),103,ラッシュ攻撃,4,5,0,-1,163,40.8
2P(ID:6),702,打ち上げ罠,4,4,0,0,96,24.0
2P(ID:6),104,アッパー,4,4,0,0,216,54.0
