User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:4),501,溜め攻撃,15,5,0,10,1009,67.3
1P(ID:4),2,ジャンプ,2,0,0,2,0,0.0
1P(ID:4),105,前進アッパー,2,0,0,2,0,0.0
1P(ID:4),13,振り向き,3,0,0,3,0,0.0
1P(ID:4),106,飛び蹴り,4,2,0,2,121,30.3
1P(ID:4),11,前進,5,0,0,5,0,0.0
1P(ID:4),8,ガード,6,0,0,6,0,0.0
1P(ID:4),502,猫だまし,4,4,0,0,45,11.3
1P(ID:4),111,カウンター攻撃,1,0,0,1,0,0.0
1P(ID:4),102,横攻撃,1,0,0,1,0,0.0
2P(ID:1),106,飛び蹴り,4,0,0,4,0,0.0
2P(ID:1),104,アッパー,7,0,0,7,0,0.0
2P(ID:1),202,空中蹴り,6,0,0,6,0,0.0
2P(ID:1),2,ジャンプ,4,0,0,4,0,0.0
2P(ID:1),105,前進アッパー,4,1,0,3,41,10.3
2P(ID:1),201,かかと落とし,6,1,0,5,36,6.0
2P(ID:1),5,ニュートラル,8,0,0,8,0,0.0
2P(ID:1),11,前進,2,0,0,2,0,0.0
2P(ID:1),108,スライディング,2,0,0,2,0,0.0
2P(ID:1),7,しゃがみ,2,0,0,2,0,0.0
2P(ID:1),203,しゃがみ上段蹴り,2,1,0,1,41,20.5
2P(ID:1),107,下段蹴り,1,0,0,1,0,0.0
2P(ID:1),101,弱攻撃,1,0,0,1,0,0.0
2P(ID:1),12,後退,1,0,0,1,0,0.0
2P(ID:1),103,ラッシュ攻撃,1,0,0,1,0,0.0
