User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:4),8,ガード,39,0,0,39,0,0.0
1P(ID:4),501,溜め攻撃,40,3,4,33,602,15.1
1P(ID:4),11,前進,28,0,0,28,0,0.0
1P(ID:4),2,ジャンプ,14,0,0,14,0,0.0
1P(ID:4),105,前進アッパー,14,0,0,14,0,0.0
1P(ID:4),13,振り向き,16,0,0,16,0,0.0
1P(ID:4),111,カウンター攻撃,4,3,1,0,60,15.0
1P(ID:4),102,横攻撃,3,0,0,3,0,0.0
1P(ID:4),106,飛び蹴り,2,0,0,2,0,0.0
1P(ID:4),104,アッパー,1,1,0,0,80,80.0
1P(ID:4),502,猫だまし,1,0,0,1,0,0.0
1P(ID:4),101,弱攻撃,1,1,0,0,40,40.0
2P(ID:7),801,大ガード,90,1,0,89,18,0.2
2P(ID:7),802,シールドバッシュ,58,18,0,40,346,6.0
2P(ID:7),104,アッパー,5,4,0,1,173,34.6
2P(ID:7),101,弱攻撃,8,2,0,6,40,5.0
2P(ID:7),109,掴み攻撃,2,2,0,0,80,40.0
