User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:4),501,溜め攻撃,13,4,0,9,806,62.0
1P(ID:4),8,ガード,9,0,0,9,0,0.0
1P(ID:4),11,前進,6,0,0,6,0,0.0
1P(ID:4),2,ジャンプ,2,0,0,2,0,0.0
1P(ID:4),105,前進アッパー,2,0,0,2,0,0.0
1P(ID:4),13,振り向き,2,0,0,2,0,0.0
1P(ID:4),502,猫だまし,4,4,0,0,44,11.0
1P(ID:4),106,飛び蹴り,3,0,0,3,0,0.0
1P(ID:4),111,カウンター攻撃,1,0,0,1,0,0.0
1P(ID:4),102,横攻撃,0,1,0,-1,40,0.0
1P(ID:4),104,アッパー,1,1,0,0,82,82.0
1P(ID:4),101,弱攻撃,1,1,0,0,43,43.0
2P(ID:1),106,飛び蹴り,2,0,0,2,0,0.0
2P(ID:1),104,アッパー,8,1,0,7,42,5.3
2P(ID:1),202,空中蹴り,6,0,0,6,0,0.0
2P(ID:1),11,前進,4,0,0,4,0,0.0
2P(ID:1),108,スライディング,5,2,0,3,32,6.4
2P(ID:1),105,前進アッパー,5,0,0,5,0,0.0
2P(ID:1),201,かかと落とし,8,0,0,8,0,0.0
2P(ID:1),2,ジャンプ,2,0,0,2,0,0.0
2P(ID:1),5,ニュートラル,4,0,0,4,0,0.0
2P(ID:1),7,しゃがみ,2,0,0,2,0,0.0
2P(ID:1),203,しゃがみ上段蹴り,2,2,0,0,75,37.5
