User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,2,0,0,2,0,0.0
1P(ID:1),104,アッパー,7,3,0,4,128,18.3
1P(ID:1),202,空中蹴り,11,4,0,7,210,19.1
1P(ID:1),2,ジャンプ,5,0,0,5,0,0.0
1P(ID:1),201,かかと落とし,8,3,0,5,114,14.3
1P(ID:1),105,前進アッパー,8,2,0,6,82,10.3
1P(ID:1),11,前進,6,0,0,6,0,0.0
1P(ID:1),108,スライディング,7,2,0,5,32,4.6
1P(ID:1),7,しゃがみ,5,0,0,5,0,0.0
1P(ID:1),203,しゃがみ上段蹴り,6,4,0,2,167,27.8
1P(ID:1),5,ニュートラル,5,0,0,5,0,0.0
1P(ID:1),107,下段蹴り,1,0,0,1,0,0.0
1P(ID:1),101,弱攻撃,3,2,0,1,44,14.7
1P(ID:1),12,後退,1,0,0,1,0,0.0
1P(ID:1),103,ラッシュ攻撃,1,0,0,1,0,0.0
2P(ID:5),601,波動弾,7,7,0,0,220,31.4
2P(ID:5),603,速射弾,46,24,0,22,282,6.1
2P(ID:5),602,エネルギー弾,18,11,0,7,185,10.3
2P(ID:5),12,後退,4,0,0,4,0,0.0
2P(ID:5),2,ジャンプ,2,0,0,2,0,0.0
2P(ID:5),604,緊急回避,4,0,0,4,0,0.0
2P(ID:5),13,振り向き,3,0,0,3,0,0.0
2P(ID:5),105,前進アッパー,1,0,0,1,0,0.0
2P(ID:5),11,前進,1,0,0,1,0,0.0
