User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,6,0,0,6,0,0.0
1P(ID:1),104,アッパー,9,2,0,7,86,9.6
1P(ID:1),202,空中蹴り,16,5,0,11,262,16.4
1P(ID:1),108,スライディング,6,3,0,3,53,8.8
1P(ID:1),105,前進アッパー,14,2,0,12,82,5.9
1P(ID:1),201,かかと落とし,11,3,0,8,115,10.5
1P(ID:1),11,前進,6,0,0,6,0,0.0
1P(ID:1),2,ジャンプ,6,0,0,6,0,0.0
1P(ID:1),7,しゃがみ,5,0,0,5,0,0.0
1P(ID:1),107,下段蹴り,3,0,0,3,0,0.0
1P(ID:1),203,しゃがみ上段蹴り,4,3,0,1,126,31.5
1P(ID:1),5,ニュートラル,4,0,0,4,0,0.0
1P(ID:1),12,後退,1,0,0,1,0,0.0
1P(ID:1),103,ラッシュ攻撃,1,0,0,1,0,0.0
1P(ID:1),101,弱攻撃,4,2,0,2,44,11.0
2P(ID:5),601,波動弾,14,11,0,3,366,26.1
2P(ID:5),603,速射弾,51,24,0,27,329,6.5
2P(ID:5),602,エネルギー弾,25,12,0,13,230,9.2
2P(ID:5),2,ジャンプ,5,0,0,5,0,0.0
2P(ID:5),105,前進アッパー,1,0,0,1,0,0.0
2P(ID:5),11,前進,1,0,0,1,0,0.0
2P(ID:5),13,振り向き,3,0,0,3,0,0.0
2P(ID:5),12,後退,9,0,0,9,0,0.0
2P(ID:5),604,緊急回避,4,0,0,4,0,0.0
