User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,4,2,0,2,65,16.3
1P(ID:1),104,アッパー,11,5,0,6,217,19.7
1P(ID:1),202,空中蹴り,11,6,0,5,328,29.8
1P(ID:1),108,スライディング,5,5,0,0,89,17.8
1P(ID:1),105,前進アッパー,6,1,0,5,48,8.0
1P(ID:1),201,かかと落とし,8,4,0,4,167,20.9
1P(ID:1),203,しゃがみ上段蹴り,4,3,0,1,131,32.8
1P(ID:1),7,しゃがみ,1,0,0,1,0,0.0
1P(ID:1),5,ニュートラル,3,0,0,3,0,0.0
1P(ID:1),2,ジャンプ,4,0,0,4,0,0.0
1P(ID:1),12,後退,1,0,0,1,0,0.0
1P(ID:1),103,ラッシュ攻撃,1,0,0,1,0,0.0
2P(ID:2),11,前進,5,0,0,5,0,0.0
2P(ID:2),106,飛び蹴り,1,1,0,0,37,37.0
2P(ID:2),303,ラリアット,11,2,0,9,82,7.5
2P(ID:2),104,アッパー,6,0,0,6,0,0.0
2P(ID:2),5,ニュートラル,8,0,0,8,0,0.0
2P(ID:2),301,強攻撃,5,0,0,5,0,0.0
2P(ID:2),102,横攻撃,5,1,0,4,18,3.6
2P(ID:2),2,ジャンプ,2,0,0,2,0,0.0
2P(ID:2),302,叩きつけ,2,0,0,2,0,0.0
2P(ID:2),101,弱攻撃,1,0,0,1,0,0.0
