User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:4),501,溜め攻撃,9,3,0,6,601,66.8
1P(ID:4),104,アッパー,3,2,0,1,161,53.7
1P(ID:4),502,猫だまし,3,1,0,2,10,3.3
1P(ID:4),101,弱攻撃,2,0,0,2,0,0.0
1P(ID:4),8,ガード,6,0,0,6,0,0.0
1P(ID:4),11,前進,6,0,0,6,0,0.0
1P(ID:4),111,カウンター攻撃,1,0,0,1,0,0.0
1P(ID:4),102,横攻撃,1,0,0,1,0,0.0
1P(ID:4),106,飛び蹴り,1,0,0,1,0,0.0
2P(ID:5),601,波動弾,7,5,2,0,155,22.1
2P(ID:5),603,速射弾,16,10,3,3,114,7.1
2P(ID:5),602,エネルギー弾,8,5,2,1,80,10.0
2P(ID:5),604,緊急回避,5,0,0,5,0,0.0
2P(ID:5),13,振り向き,3,0,0,3,0,0.0
