User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:1),106,飛び蹴り,2,0,0,2,0,0.0
1P(ID:1),104,アッパー,9,5,0,4,202,22.4
1P(ID:1),202,空中蹴り,5,3,0,2,145,29.0
1P(ID:1),12,後退,1,0,0,1,0,0.0
1P(ID:1),103,ラッシュ攻撃,1,0,0,1,0,0.0
1P(ID:1),108,スライディング,5,2,0,3,33,6.6
1P(ID:1),2,ジャンプ,2,0,0,2,0,0.0
1P(ID:1),5,ニュートラル,5,0,0,5,0,0.0
1P(ID:1),105,前進アッパー,2,0,0,2,0,0.0
1P(ID:1),201,かかと落とし,8,2,0,6,75,9.4
1P(ID:1),7,しゃがみ,5,0,0,5,0,0.0
1P(ID:1),107,下段蹴り,2,0,0,2,0,0.0
1P(ID:1),203,しゃがみ上段蹴り,7,4,0,3,150,21.4
1P(ID:1),101,弱攻撃,2,0,0,2,0,0.0
1P(ID:1),11,前進,3,0,0,3,0,0.0
2P(ID:4),2,ジャンプ,3,0,0,3,0,0.0
2P(ID:4),105,前進アッパー,3,0,0,3,0,0.0
2P(ID:4),13,振り向き,5,0,0,5,0,0.0
2P(ID:4),501,溜め攻撃,9,0,0,9,0,0.0
2P(ID:4),111,カウンター攻撃,1,0,0,1,0,0.0
2P(ID:4),102,横攻撃,1,0,0,1,0,0.0
2P(ID:4),8,ガード,3,0,0,3,0,0.0
2P(ID:4),11,前進,4,0,0,4,0,0.0
2P(ID:4),106,飛び蹴り,3,3,0,0,180,60.0
2P(ID:4),502,猫だまし,1,0,0,1,0,0.0
2P(ID:4),104,アッパー,1,0,0,1,0,0.0
