User,MoveID,MoveName,UseCount,HitCount,BlockedCount,WhiffCount,TotalDamage,AvgDamage
1P(ID:8),801,ゴム掴み,11,8,0,3,409,37.2
1P(ID:8),802,対空大技,11,1,0,10,122,11.1
1P(ID:8),12,後退,17,0,0,17,0,0.0
1P(ID:8),803,ゴム風船,13,12,0,1,25,1.9
1P(ID:8),11,前進,19,0,0,19,0,0.0
1P(ID:8),19,飛び蹴り,8,0,0,8,0,0.0
1P(ID:8),15,横攻撃,8,0,0,8,0,0.0
1P(ID:8),2,ジャンプ,2,0,0,2,0,0.0
2P(ID:3),11,前進,10,0,0,10,0,0.0
2P(ID:3),303,キラースライド,36,14,0,22,508,14.1
2P(ID:3),19,飛び蹴り,2,9,0,-7,313,156.5
2P(ID:3),13,振り向き,10,0,0,10,0,0.0
2P(ID:3),301,トンボ返り,8,0,0,8,0,0.0
2P(ID:3),21,スライディング,1,0,0,1,0,0.0
2P(ID:3),302,強攻撃,1,2,0,-1,74,74.0
2P(ID:3),15,横攻撃,1,0,0,1,0,0.0
